"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1965578720795918775","Wed Sep 10 00:51:00 +0000 2025","46","Anak Menteri Keuangan Purbaya Yudhi Sadewa wajah kamu juga aneh nak https://t.co/KrdG9as1Da","1965578720795918775","https://pbs.twimg.com/media/G0cdvcbbgAIlB4i.jpg","","in","","4","15","9","https://x.com/undefined/status/1965578720795918775","3797534720",
"1965333133794091498","Tue Sep 09 08:35:07 +0000 2025","186","Purbaya Yudhi Sadewa menggantikan Bu Sri Mulyani sbg Menkeu - Menteri Keuangan yg baru. Blundernya sblm menjabat adalah firasat bahwa dia akan jatuh tersungkur oleh ucapannya sendiri. Ternyata Bapak &amp; anak 11-12 tumbu ketemu tutup. Sama² nganu. https://t.co/IhwPwXnAFy","1965333133794091498","https://pbs.twimg.com/ext_tw_video_thumb/1965332977564745728/pu/img/O2XUxO0rTuYbDfrn.jpg","","in","","21","87","64","https://x.com/undefined/status/1965333133794091498","1325990774169718784",
"1966016062903988587","Thu Sep 11 05:48:50 +0000 2025","495","Dapat dari WAG nie.. PRESENTASI MENKEU PURBAYA DI KOMISI XI DPR Krisis Dijadikan Sebagai Guru Menteri Keuangan yang baru dilantik memaparkan bahwa setiap krisis memberi pelajaran berharga. Ia menyoroti tiga periode penting: Krisis 1997 1998: Bank Indonesia menaikkan suku https://t.co/6YKn67o0Wj","1966016062903988587","https://pbs.twimg.com/amplify_video_thumb/1966013174291009536/img/wYLy22K350lrcEWB.jpg","","in","","33","47","176","https://x.com/undefined/status/1966016062903988587","1068371293290946561",
"1965061719295992244","Mon Sep 08 14:36:37 +0000 2025","77","tanggapan anak menteri keuangan Pak Purbaya https://t.co/CX4aUBBml4","1965061719295992244","https://pbs.twimg.com/media/G0VNLuxWsAAxXbV.jpg","","in","","2","1","23","https://x.com/undefined/status/1965061719295992244","64117182",
"1965054544099823640","Mon Sep 08 14:08:06 +0000 2025","2505","Hari ini saya melantik sejumlah menteri baru dalam Kabinet Merah Putih yaitu Purbaya Yudhi Sadewa sebagai Menteri Keuangan; Ferry Juliantono sebagai Menteri Koperasi; Muktaruddin sebagai Menteri Perlindungan Pekerja Migran; serta Irfan Yusuf sebagai Menteri Haji dan Umrah. https://t.co/6scUPFriu8","1965054544099823640","https://pbs.twimg.com/media/G0VGqr0WcAAGAGY.jpg","","in","","79","773","416","https://x.com/undefined/status/1965054544099823640","40580714",
"1965086879948349842","Mon Sep 08 16:16:36 +0000 2025","24","Waaaahh menteri keuangan diganti. Penggantinya: https://t.co/VfWNQl6CW9","1965086879948349842","https://pbs.twimg.com/media/G0VkGjbaEAAZs8p.jpg","","in","","1","4","6","https://x.com/undefined/status/1965086879948349842","69889817",
"1965757652727902543","Wed Sep 10 12:42:01 +0000 2025","293"," Prestasi Menteri Keuangan baru. Day 1: Ngomong sak karepe dewe. Day 2: Didemo mahasiswa. Minta maaf. Day 3: Dimarahi anggota DPR. Luar biasa https://t.co/IhxMVzHtPR","1965757652727902543","https://pbs.twimg.com/media/G0fGKXQakAA2f87.jpg","","in","","1","26","55","https://x.com/undefined/status/1965757652727902543","84221579",
"1965290224571068839","Tue Sep 09 05:44:37 +0000 2025","246","Buat pak menteri keuangan mungkin ini bisa jadi perhatian. Anggaran pendidikan 750T tapi 335T (44%) buat MBG. yang bener aja. https://t.co/TGGV1CWbjQ","1965290224571068839","https://pbs.twimg.com/media/G0YdCYwbgAMsT6d.jpg","","in","","8","29","63","https://x.com/undefined/status/1965290224571068839","1437750326707191812",
"1965399660845302164","Tue Sep 09 12:59:29 +0000 2025","286","Perkenalkan inilah menteri keuangan baru kita Purbaya Yudhi Sadewa. Baru mulai menjabat udah bisa dibikin mentality core. . . . . Gedung DPR RI Raffi Ahmad Special Cup Sombong Beneran Selasa Sri Mulyani. https://t.co/UZu6i0EKCA","1965399660845302164","https://pbs.twimg.com/ext_tw_video_thumb/1965399586471903233/pu/img/8jEmjU_uUa0SOVjS.jpg","","in","","17","36","122","https://x.com/undefined/status/1965399660845302164","1787788662295683072",
"1965442620798238783","Tue Sep 09 15:50:11 +0000 2025","6646","TW// Kekerasan Gengs udah liat menteri keuangan Nepal diseret di jalan oleh pengunjuk rasa yang marah belum? https://t.co/eSDu0EJaFu","1965442620798238783","https://pbs.twimg.com/media/G0anpb_XAAAk5tP.jpg","","in","","135","258","497","https://x.com/undefined/status/1965442620798238783","1371650588",
"1965198762361716843","Mon Sep 08 23:41:11 +0000 2025","360","Perkenalkan inilah Menteri Keuangan baru kita Purbaya Yudhi Sadewa Baru mulai menjabat udah bisa dibikin mentality core Sc IG @gerr.media https://t.co/Y4aAHRDCbT","1965198762361716843","https://pbs.twimg.com/ext_tw_video_thumb/1965198704669065217/pu/img/ubB7Rhs2pTcoBF6A.jpg","","in","","39","60","131","https://x.com/undefined/status/1965198762361716843","1708495620376571904",
"1965411616121651469","Tue Sep 09 13:46:59 +0000 2025","38","Baru Dilantik Sudah Blunder Anak Menkeu Purbaya Yudhi Sadewa Disorot Publik karena Unggahan di Instagram Anak Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa Yudo Sadewa tengah ramai diperbincangkan publik usai unggahannya di Instagram menuai kontroversi. Purbaya Yudhi Sadewa https://t.co/kHZCkl6Nj0","1965411616121651469","https://pbs.twimg.com/ext_tw_video_thumb/1965411333400395779/pu/img/9Wa0rIdqEIQ96bQN.jpg","","in","","1","9","17","https://x.com/undefined/status/1965411616121651469","1709477964923174912",
"1965922342602989879","Wed Sep 10 23:36:26 +0000 2025","50","Yg dikatakan menteri keuangan yg baru ini sangat benar sekali.... Kita mengalami tekanan ekonomi yg cukup dalam dan pajak naik gila2an.... Tagline Indonesia gelap itu beneran bukan kamu yg gelap.... https://t.co/uHwkBmlsFn","1965922342602989879","https://pbs.twimg.com/ext_tw_video_thumb/1965922282829918211/pu/img/7iql_bb8InZC3Ymb.jpg","","in","","0","4","17","https://x.com/undefined/status/1965922342602989879","1296312516901916672",
"1965258151449805188","Tue Sep 09 03:37:10 +0000 2025","745"," Menteri Terbaik Sri Mulyani itu bukan orang yang butuh jabatan menteri. Kita yang butuh Menteri Keuangan sepintar dan sebaik dia. Apa yang dia putuskan selama jadi menteri itu wujud dari kebijakan presiden. Kalau tidak suka kebijakannya jangan salahkan dia salahkan Presiden","1965258151449805188","","","in","","19","86","204","https://x.com/undefined/status/1965258151449805188","185156524",
"1965341998006841803","Tue Sep 09 09:10:21 +0000 2025","734","Badan Eksekutif Mahasiswa Universitas Indonesia (BEM UI) mendesak agar Purbaya Yudhi Sadewa dicopot dari jabatannya sebagai Menteri Keuangan (Menkeu). Hal tersebut disampaikan dalam orasi BEM UI saat menggelar aksi di depan Gedung DPR RI Senayan Jakarta Pusat Selasa (9/9). https://t.co/NTXqsagXat","1965341998006841803","https://pbs.twimg.com/media/G0ZMGzib0AA2GNy.jpg","","in","","50","71","246","https://x.com/undefined/status/1965341998006841803","388190238",
"1965226254996832265","Tue Sep 09 01:30:25 +0000 2025","125","Purbaya Yudhi Sadewa baru dilantik sb menteri keuangan sudah mengeluarkan pernyataan yg meremehkan aspirasi rakyat. Kita lihat saja bagaimana dia bekerja. Apakah akan sehebat ketika ia -seperti kata anaknya- melengserkan agen CIA Amerika dari kursi menteri @KemenkeuRI https://t.co/aUxjP05EM0","1965226254996832265","https://pbs.twimg.com/ext_tw_video_thumb/1965226211283763200/pu/img/Vpicc8Pr6UTvEiAj.jpg","","in","","7","33","42","https://x.com/undefined/status/1965226254996832265","4200694752",
"1964983272687223157","Mon Sep 08 09:24:54 +0000 2025","23","Enteng bgt gue nontonin reshuffle di tv kantor sambil ambil minum di dispenser begitu tv nyebut Menteri Keuangan langsung lari ke meja nyari hape. Porto gueee https://t.co/YlCHJaMSLG","1964983272687223157","https://pbs.twimg.com/media/G0UF3lkaoAA7vQ2.jpg","","in","","0","4","0","https://x.com/undefined/status/1964983272687223157","62999461",
"1965799837741568406","Wed Sep 10 15:29:38 +0000 2025","148","Menteri Keuangan Purbaya Yudhi Sadewa berencana memasukkan dana sebesar Rp200 triliun ke sistem perbankan untuk mempercepat pemulihan ekonomi. Langkah ini menjadi komitmennya dalam menghidupkan kembali dua mesin utama perekonomian yakni fiskal dan moneter agar pertumbuhan https://t.co/60GUPCZN8z","1965799837741568406","https://pbs.twimg.com/amplify_video_thumb/1965799218205114368/img/FsV6xw7A3EWCidwu.jpg","","in","","38","105","42","https://x.com/undefined/status/1965799837741568406","57261519",
"1966271055062085941","Thu Sep 11 22:42:05 +0000 2025","6","Menteri Keuangan yang seperti ini disuruh mundur ? Sabar sedikit ya adik-adik mahasiswa berikan waktu untuk Menteri keuangan yang baru untuk bekerja dan membawa perubahan yang signifikan. Toh kalian pun belum tentu bisa seperti beliau. https://t.co/GdmwANFBxV","1966271055062085941","https://pbs.twimg.com/ext_tw_video_thumb/1966270997126094849/pu/img/h24vCJN0bLPN5EAJ.jpg","","in","","0","1","2","https://x.com/undefined/status/1966271055062085941","1427095335084515333",
"1966225579981840700","Thu Sep 11 19:41:23 +0000 2025","110","Jika kamu test MT / ODP / PPS / PCPM pasti akan ditanya tentang outlook ekonomi. Salah satu kebijakan yg lagi hot adalah langkah pertama Menteri Keuangan baru untuk perbaikan ekonomi Indonesia yaitu : beliau akan menyutikkan dana Rp200T ke bank-bank. Pertanyaan yg akan muncul https://t.co/3AsHMEnbHz","1966225579981840700","https://pbs.twimg.com/media/G0luhQLagAAEXLQ.jpg","","in","","0","0","19","https://x.com/undefined/status/1966225579981840700","1825177039361687552",
"1965367073540046865","Tue Sep 09 10:49:59 +0000 2025","220","Seakan gak mau kalah sama bapaknya anak menteri keuangan yg baru saja dilantik disorot karena nyinyiri SM dan pamer saldo wah like father like son dung https://t.co/FxUBjpvH9C","1965367073540046865","https://pbs.twimg.com/ext_tw_video_thumb/1965365524147437569/pu/img/0Z4p8xjtcg7yTt8L.jpg","","in","","15","63","102","https://x.com/undefined/status/1965367073540046865","224431376",
"1965327273240002769","Tue Sep 09 08:11:50 +0000 2025","841","Suasana haru mewarnai acara serah terima jabatan (sertijab) Menteri Keuangan yang berlangsung di Gedung Djuanda I Kementerian Keuangan Jakarta Pusat Selasa (9/9/2025). Usai sertijab Menkeu pegawai turut mengiringi kepergian Sri Mulyani dengan membawa mawar putih sebagai https://t.co/RjTx5DVZuP","1965327273240002769","https://pbs.twimg.com/amplify_video_thumb/1965326947879424000/img/POiy5nHzZyyWzVT0.jpg","","in","","66","157","145","https://x.com/undefined/status/1965327273240002769","23343960",
"1965248798990471369","Tue Sep 09 03:00:00 +0000 2025","5","Menteri Keuangan RI yang baru Purbaya Yudhi Sadewa mengaku soal keuangan negara bukanlah hal baru buatnya. Ia membeberkan sederet pengalaman membantu pemerintah kala kondisi ekonomi RI pernah sulit. #detikfinance #menterikeuangan #ekonomi #fiskal #keuangan https://t.co/fXyOY2cSkd","1965248798990471369","https://pbs.twimg.com/amplify_video_thumb/1965102991079505920/img/RtMtJdxLmEX_gjQm.jpg","","in","","0","2","2","https://x.com/undefined/status/1965248798990471369","135795460",
"1966332974598861209","Fri Sep 12 02:48:08 +0000 2025","1","Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa akan mengucurkan dana hingga Rp 200 triliun ke enam bank mulai hari ini Jumat (12/9). Dana pemerintah sebesar Rp 200 triliun itu dipindahkan dari Bank Indonesia (BI) ke enam bank nasional atau bank Himbara. Purbaya menyebut https://t.co/wMmgXyVcdQ","1966332974598861209","https://pbs.twimg.com/media/G0nRaP4aMAAteyL.jpg","","in","","0","1","1","https://x.com/undefined/status/1966332974598861209","121640063",
"1965290169575346450","Tue Sep 09 05:44:24 +0000 2025","41","Menteri Keuangan baru Purbaya Yudhi Sadewa meminta maaf atas pernyataanya yang menuai banyak kritik soal tuntutan 17+8. Purbaya juga meminta pada rekan-rekan wartawan memberinya waktu untuk bekerja. Beri saya waktu untuk bekerja dengan baik nanti kalau sudah beberapa bulan https://t.co/KnxFEdAjw6","1965290169575346450","https://pbs.twimg.com/amplify_video_thumb/1965289455348269056/img/2ueqDddo2dbYITEk.jpg","","in","","26","51","18","https://x.com/undefined/status/1965290169575346450","58880688",
"1965050404460433566","Mon Sep 08 13:51:39 +0000 2025","60","Perbedaan fokus bea cukai di bandara Indonesia vs Australia cukup menarik di Indonesia pemeriksaan lebih menyoroti nilai barang bawaan terutama jika tergolong mewah. . . . . Menkeu Abdul Kadir Karding Menpora Sri Mulyani Belanja Di Lazada99 Sale Menteri Keuangan #TimnasDay https://t.co/GFooaRatAx","1965050404460433566","https://pbs.twimg.com/ext_tw_video_thumb/1965050247903678464/pu/img/m4E7zt3vNj1VQfxl.jpg","","in","","0","1","12","https://x.com/undefined/status/1965050404460433566","1787788662295683072",
"1965060878858121682","Mon Sep 08 14:33:17 +0000 2025","7","Sri Mulyani adalah menteri keuangan dengan artikulasi yang jelas. Hal rumit jadi terdengar seperti sederhana mudah dipahami dan berhubungan langsung dengan kehidupan sehari-hari. Pasti karena beliau sadar pentingnya rakyat memahami yang terjadi. Terima kasih Bu SriMul https://t.co/UcQt3q93R3","1965060878858121682","https://pbs.twimg.com/amplify_video_thumb/1965060858502844416/img/9l9rP9sryNkEma0l.jpg","","in","","0","2","4","https://x.com/undefined/status/1965060878858121682","25065219",
"1965050606503997451","Mon Sep 08 13:52:28 +0000 2025","509","Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengaku sudah mendalami pasar modal dan pasar keuangan selama 15 tahun lamanya. Ia mengaku tahu bagaimana cara memperbaiki pasar modal hingga ekonomi Indonesia. Kalau IHSG anjlok biasa mungkin takut tapi kan saya lama di pasar. https://t.co/dbN0ovpfPm","1965050606503997451","https://pbs.twimg.com/amplify_video_thumb/1965050384566595584/img/USuj_hDw9DoNHv5a.jpg","","in","","246","300","117","https://x.com/undefined/status/1965050606503997451","23343960",
"1965637386228125697","Wed Sep 10 04:44:07 +0000 2025","14","Insiden mengejutkan terjadi pada Menteri Keuangan Nepal Bishnu Prasad Paudel. Dalam rekaman yang beredar luas di media sosial pejabat berusia 65 tahun itu dikejar puluhan demonstran di Kathmandu dan dihajar massa. Hal ini imbas demo ricuh dan eskalasi kemarahan warga nepal https://t.co/pQoxN3U4DX","1965637386228125697","https://pbs.twimg.com/amplify_video_thumb/1965637163619692544/img/RA650SsW34hsvVyr.jpg","","in","","0","1","4","https://x.com/undefined/status/1965637386228125697","132078023",
"1965736216860692643","Wed Sep 10 11:16:50 +0000 2025","6","Gengss tadi siang Menteri Keuangan yang baru Purbaya Yudhi Sadewa baru aja rapat bareng DPR RI buat pertama kalinya. Beliau nyampaikan salah satunya terkait 8 Agenda Prioritas dalam RAPBN 2026 yaitu: 1. Ketahanan Pangan 2. Ketahanan Energi 3. Makan Bergizi Gratis 4. https://t.co/UkFLwkGaYZ","1965736216860692643","https://pbs.twimg.com/media/G0evLyaaIAAQ2FY.jpg","","in","","0","1","0","https://x.com/undefined/status/1965736216860692643","1453325264977469441",
"1963112219220308414","Wed Sep 03 05:30:00 +0000 2025","322","Menteri Keuangan Sri Mulyani buka suara soal penjarahan di rumahnya. Ia menyoroti sosok pria yang dengan tenang dan percaya diri membawa pergi lukisan bunga buatannya.⁣ &gt;&gt; https://t.co/spRz1waFvE https://t.co/E1Ntr2Fs5F","1963112219220308414","https://pbs.twimg.com/media/Gz5MOOUbAAEo2E3.jpg","","in","","244","346","73","https://x.com/undefined/status/1963112219220308414","69183155",
"1964979560216482005","Mon Sep 08 11:20:47 +0000 2025","2","@JunaediDjunaedi @and_rich_aamiin @wnisekai @lordalwayslord @tempodotco Purbaya Yudhi Sadewa adalah ekonom dan insinyur asal Bogor lahir 7 Juli 1964. Ia lulusan Teknik Elektro ITB punya gelar MSc dan PhD. Sebelumnya menjabat Ketua Dewan Komisioner LPS (2015-2025). Baru saja dilantik sebagai Menteri Keuangan oleh Presiden Prabowo menggantikan Sri","1965012435053756771","","JunaediDjunaedi","in","","1","1","0","https://x.com/undefined/status/1965012435053756771","1720665183188922368",
"1965958796490281081","Thu Sep 11 02:01:17 +0000 2025","7","Menteri Keuangan Purbaya Yudhi Sadewa mendorong agar Badan Gizi Nasional (BGN) melaporkan realisasi penyerapan anggaran program makan bergizi gratis (MBG) ke publik setiap bulannya. Baca di sini: https://t.co/kYHX6xJ7o5 ~TA #MakanBergiziGratis #Purbaya https://t.co/43QWKA4wEu","1965958796490281081","https://pbs.twimg.com/media/G0h9GSTaMAIQg7U.jpg","","in","","1","9","2","https://x.com/undefined/status/1965958796490281081","23343960",
"1965326224823398698","Tue Sep 09 08:07:40 +0000 2025","749"," Saya masih pejabat baru di sini. Menterinya juga menteri kagetan. Jadi kalau ngomong katanya kalau kata Ibu Sri Mulyani kayak koboi. Waktu di LPS sih enggak ada yang monitor jadi saya tenang. Ternyata di (Kementerian) Keuangan beda Ibu. Salah ngomong langsung dipelintir https://t.co/v2MpGbATty","1965326224823398698","https://pbs.twimg.com/media/G0Y9kQgbEAAVevX.jpg","","in","","521","223","205","https://x.com/undefined/status/1965326224823398698","4187275698",
"1965042771598967195","Mon Sep 08 13:21:20 +0000 2025","247","Buat bapak Purbaya Yudhi Sadewa Menteri keuangan yg Baru mohon maaf pak ya menurut saya itu Gak Perlu Jago seperti yg bapak Katakan tapi yg terpenting itu Bapak Kerja setulus hati dan dengarkan Jeritan Rakyat mohon Pak Jangan Blunder Komentarnya https://t.co/INeetFyvEF","1965042771598967195","https://pbs.twimg.com/ext_tw_video_thumb/1965042723888533504/pu/img/jtEE65VCCfAHVJmz.jpg","","in","","10","31","83","https://x.com/undefined/status/1965042771598967195","1456283686312103939",
"1965073971499651445","Mon Sep 08 15:25:18 +0000 2025","44","threads + feed anak menteri keuangan yg baru gantiin SMI jauh lebih absurd dibanding stories instagram belum kehapus tapi anak Menkeu pro #RESETINDONESIA &amp; Percaya Black Swan theory setidaknya dia marah 28 agustus brimob melindas gojek Affan Kurniawan https://t.co/NxLtQ8zyHM https://t.co/9OxmVrPnvw","1965073971499651445","https://pbs.twimg.com/media/G0VYTtFa0AA83SM.jpg","","in","","2","2","11","https://x.com/undefined/status/1965073971499651445","1152110797293670401",
"1965716037468569779","Wed Sep 10 09:56:39 +0000 2025","20","Sindir Menkeu Purbaya Yudhi Komisi XI DPR: Boleh Koboi tapi Ada Isinya ANGGOTA Komisi XI DPR RI Melchias Marcus Mekeng menyinggung gaya komunikasi Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa yang dianggap koboi dalam memberikan pernyataan ke publik. Ini bermula ketika https://t.co/XFdSGYpTjY","1965716037468569779","https://pbs.twimg.com/amplify_video_thumb/1965710652330409985/img/dIR5_-ZHUhaIQQIQ.jpg","","in","","1","6","5","https://x.com/undefined/status/1965716037468569779","68930552",
"1965233641560457557","Tue Sep 09 02:33:21 +0000 2025","639","@tempodotco Siapapun yang jadi menteri keuangan gemoy pasti bakal berat banget sih kerjanya modal sedikit keinginan si bos-nya banyak buat jalanin 1 program aja udah bikin sesak nafas.. https://t.co/s5US16diO8","1965242091321393200","https://pbs.twimg.com/media/G0XxQ6da0AAVp-L.jpg","tempodotco","in","","6","3","53","https://x.com/undefined/status/1965242091321393200","766084694941245441",
"1965019400454725873","Mon Sep 08 11:48:28 +0000 2025","25","Reshuffle ..!! Kalo kata Rocky Gerung RADIKAL BREAK.. Karena Piring dicuci harus ada tempat sampah..!! Senin Malam Lur.. Mereka ialah Menteri Keuangan Sri Mulyani Menpora) Dito Ariotedjo Menteri Koperasi Budi Arie dan Menteri P2MI Abdul Kadir Karding. https://t.co/TD97mE0DDN","1965019400454725873","https://pbs.twimg.com/ext_tw_video_thumb/1965019123072872448/pu/img/zISsp9w6sCfz4q3d.jpg","","in","","0","2","5","https://x.com/undefined/status/1965019400454725873","1176819102460956672",
"1963840820609778097","Fri Sep 05 05:45:12 +0000 2025","5","Alokasi anggaran ketertiban dan keamanan mengalami kenaikan menjadi Rp 179 4 triliun pada 2026. Alokasi untuk Polri BIN BNN di dalam menjaga ketertiban-keamanan mengalami peningkatan Rp 179 4 triliun totalnya anggaran yang dialokasikan ujar Menteri Keuangan Sri Mulyani https://t.co/xZj936bUZ3","1963840820609778097","https://pbs.twimg.com/media/G0D2tSbbQAAG1An.jpg","","in","","8","7","3","https://x.com/undefined/status/1963840820609778097","23343960",
"1965956292767527065","Thu Sep 11 01:51:20 +0000 2025","24","Menteri Keuangan Nepal Akhirnya Diselamatkan Warga Pelajaran Yang Kita Dapat Amanah Atas Jabatan Yang Sudah Di Dapat Kalau Tidak Rakyat Akan Marah नागरिकले बल्लतल्ल उद्धार गरे नेपालका अर्थमन्त्रीको हामीले सिकेको पाठ जुन पदहरू प्राप्त भएका छन् त्यसमा भरोसा https://t.co/irp8XnyFMm","1965956292767527065","https://pbs.twimg.com/ext_tw_video_thumb/1965956200903913473/pu/img/3WQW39IJIGmKws0A.jpg","","und","","0","2","5","https://x.com/undefined/status/1965956292767527065","2170763288",
"1965940157493948778","Thu Sep 11 00:47:13 +0000 2025","6","Baru dua hari menjabat Menteri Keuangan yang baru menjanjikan pertumbuhan ekonomi akan segera capai 6-7% dan IHSG dari 7.000an bisa tembus 36.000. Hari ini DPR rapat bersama Menteri Keuangan yang baru #PDIPerjuangan #PDIP #Genbanteng #GenB #menterikeuangan https://t.co/TdfQc2bjbu","1965940157493948778","https://pbs.twimg.com/ext_tw_video_thumb/1965940102544371714/pu/img/L-XRrP8SJXIEqtsc.jpg","","in","","0","1","2","https://x.com/undefined/status/1965940157493948778","1925366593410015232",
"1965674189882286591","Wed Sep 10 07:10:21 +0000 2025","5","Wakil Ketua Komisi XI DPR RI M. Hanif Dhakiri berharap agar Menteri Keuangan Purbaya Yudhi Sadewa dan jajarannya menunjukkan empati yang besar kepada masyarakat. Ia menekankan agar kinerja Kementerian Keuangan tidak hanya bertumpu pada angka-angka belaka apalagi menyangkal https://t.co/rjAUAUuYpr","1965674189882286591","https://pbs.twimg.com/media/G0d6PYlW4AARy03.jpg","","in","","0","2","2","https://x.com/undefined/status/1965674189882286591","154102750",
"1965371452435399033","Tue Sep 09 11:07:23 +0000 2025","242","Menteri Keuangan Purbaya Yudhi Sadewa meminta maaf soal komentarnya mengenai tuntutan 17+8. Sebelumnya ia sempat menyebut tuntutan itu hanya datang dari sebagian kecil rakyat. Purbaya mengaku dirinya masih adaptasi di jabatan barunya sebagai Menteri Keuangan. Mantan bos LPS https://t.co/rpAosclPLv","1965371452435399033","https://pbs.twimg.com/amplify_video_thumb/1965371360395624449/img/TQhDm-QfmyA9ZvIJ.jpg","","in","","61","103","62","https://x.com/undefined/status/1965371452435399033","1158355819512991747",
"1966015242535887094","Thu Sep 11 05:45:35 +0000 2025","2","Menteri Keuangan Purbaya Yudhi Sadewa optimis Indonesia tidak akan mengalami hiperinflasi walau menarik dana pemerintah yang mengendap di Bank Indonesia (BI) sebesar Rp 200 triliun. Dana yang diambil dari total simpanan pemerintah sebesar Rp 425 triliun itu akan disalurkan ke https://t.co/yJWRpyPei3","1966015242535887094","https://pbs.twimg.com/amplify_video_thumb/1966014520264110080/img/Qwc6j4f1U97qRd1m.jpg","","in","","0","0","0","https://x.com/undefined/status/1966015242535887094","786549338818224128",
"1965323379399127349","Tue Sep 09 07:56:22 +0000 2025","1","Menteri Keuangan Purbaya Yudhi Sadewa berjanji akan menjaga disiplin fiskal sekaligus berpihak kepada rakyat. Pernyataan tersebut dikemukakan seiring kekhawatiran pasar akan ketahanan fiskal RI dibawah menteri baru yang telah melemahkan rupiah dan bursa saham pagi ini. https://t.co/i1rePE3ZAl","1965323379399127349","https://pbs.twimg.com/amplify_video_thumb/1965323258066255872/img/Y9856ZBfRp8BVJaZ.jpg","","in","","0","0","2","https://x.com/undefined/status/1965323379399127349","1582972008479920129",
"1965023469894357259","Mon Sep 08 12:04:38 +0000 2025","14","Menteri Keuangan Purbaya Yudhi Sadewa menggantikan Sri Mulyani Menteri Perlindungan Pekerja Migran Indonesia Mukhtarudin menggantikan Abdul Kadir Karding Menteri Koperasi Ferry Juliantono menggantikan Budi Arie Menteri Haji dan Umrah Mochamad Irfan Yusuf Wakil Dahnil Anzar S https://t.co/JubRKpMPv4","1965023469894357259","https://pbs.twimg.com/ext_tw_video_thumb/1965023419344506880/pu/img/bah-kBspM2b60kVO.jpg","","in","","0","1","6","https://x.com/undefined/status/1965023469894357259","1618643439486394370",
"1965343185645007079","Tue Sep 09 09:15:04 +0000 2025","80","Sri Mulyani menangis ketika berpamitan dengan para jajarannya Rekor Sri Mulyani: Menteri Keuangan Terlama dari Era SBY Jokowi hingga Prabowo Kabinet SBY (2005 2010): Menkeu (2005 2010) mundur 2010. Era Jokowi (2016 2024): Menkeu sejak reshuffle 2016 lanjut 2019 2024. https://t.co/WgkDkWbUMM","1965343185645007079","https://pbs.twimg.com/ext_tw_video_thumb/1965343147921412096/pu/img/hjFOu2-pa47rhB7B.jpg","","in","","6","13","18","https://x.com/undefined/status/1965343185645007079","1282751327588585473",
"1963498920073625648","Thu Sep 04 08:13:59 +0000 2025","46","@BudiBukanIntel Menteri keuangan seumur hidup. Jabatannya bisa permanen dengan bagi-bagi anggaran negara biar semua senang (kecuali rakyat).","1963515876478759265","","BudiBukanIntel","in","","0","0","5","https://x.com/undefined/status/1963515876478759265","1744301045684244480",
"1962894235046473944","Tue Sep 02 15:03:49 +0000 2025","15","Menteri Keuangan Sri Mulyani Indrawati memastikan tak ada pajak baru yang diberlakukan pada tahun 2026. Selain itu ia juga memastikan tak ada rencana kenaikan tarif pajak yang sudah berlaku sampai saat ini. Bendahara negara ini mengakui pada tahun depan ada kenaikan anggaran https://t.co/dlBz3jXD5Q","1962894235046473944","https://pbs.twimg.com/media/Gz2Z5aMaIAE0NDZ.jpg","","in","","4","15","3","https://x.com/undefined/status/1962894235046473944","55507370",
"1964975658624561633","Mon Sep 08 08:54:39 +0000 2025","109","Presiden Prabowo Subianto akan melakukan reshuffle Kabinet Merah Putih dengan mengganti sejumlah menteri termasuk Menteri Keuangan Sri Mulyani. https://t.co/DCOGVQ9eHB","1964975658624561633","https://pbs.twimg.com/media/G0T-4ILXQAAV7hH.jpg","","in","","16","5","23","https://x.com/undefined/status/1964975658624561633","4187275698",
"1964983637277081723","Mon Sep 08 10:15:03 +0000 2025","2","@revolutia @txtdaritng Berdasarkan penelusuran berikut afiliasi politik para menteri baru: - Purbaya Yudhi Sadewa (Keuangan): Tidak terafiliasi partai tertentu latar belakang profesional sebagai ekonom dan Ketua LPS. - Mukhtarudin (Perlindungan Pekerja Migran): Kader Partai Golkar anggota DPR RI","1964995891527581815","","revolutia","in","","1","1","1","https://x.com/undefined/status/1964995891527581815","1720665183188922368",
"1965330401700045017","Tue Sep 09 08:24:16 +0000 2025","83","Belum sehari menjabat Menteri Keuangan Purbaya Yudhi Sadewa menuai kritik atas pernyataannya terkait 17+8 Tuntutan Rakyat. Dalam konferensi pers Senin (8/9/2025) ia menyebut aspirasi itu hanya berasal dari sebagian kecil rakyat . Ucapannya dinilai tidak empati. Purbaya https://t.co/sItnywTcKD","1965330401700045017","https://pbs.twimg.com/amplify_video_thumb/1965329793400143874/img/l3LRAV8z8AnV-cxn.jpg","","in","","24","75","36","https://x.com/undefined/status/1965330401700045017","23343960",
